lang,form,PRET.SG,PRET.PL,PTCP,proto_gem_form,links,class_n,Note,Pattern,simple_pattern_sing,simple_pattern_pl
osx,drinkan,drank,drunkun,drunkan,drinkaną,https://en.wiktionary.org//wiki/drinkan#Old_Saxon,3,,ABCC,ABC,ABB
osx,fehtan,faht,fuhtun,fohtan,fehtaną,https://en.wiktionary.org//wiki/fehtan#Old_Saxon,3,,ABCD,ABC,ABC
osx,findan,fand,fundun,fundan,finþaną,https://en.wiktionary.org/wiki/findan#Old_Saxon,3,,ABCC,ABC,ABB
osx,geldan,gald,guldun,goldan,geldaną,https://en.wiktionary.org//wiki/geldan#Old_Saxon,3,,ABCD,ABC,ABC
osx,helpan,halp,hulpun,holpan,helpaną,https://en.wiktionary.org//wiki/helpan#Old_Saxon,3,,ABCD,ABC,ABC
osx,rinnan,ran,runnun,runnan,rinnaną,https://en.wiktionary.org//wiki/rinnan#Old_Saxon,3,,ABCC,ABC,ABB
osx,singan,sang,sungun,sungan,singwaną,https://en.wiktionary.org//wiki/singan#Old_Saxon,3,,ABCC,ABC,ABB
osx,smeltan,smalt,smultun,smoltan,smeltaną,https://en.wiktionary.org//wiki/smeltan#Old_Saxon,3,,ABCD,ABC,ABC
osx,spinnan,,,,spinnaną,,3,,,,
osx,springan,sprang,sprungun,sprungan,springaną,https://en.wiktionary.org/wiki/springan#Old_Saxon,3,,ABCC,ABC,ABB
osx,stinkan,,,,stinkwaną,https://en.wiktionary.org//wiki/stinkan#Old_Saxon,3,,,,
osx,swellan,swall,swullun,giswollan,swellaną,https://en.wiktionary.org//wiki/swellan#Old_Saxon,3,,ABCD,ABC,ABC
osx,swimman,swam,swummun,swumman,swimmaną,https://en.wiktionary.org//wiki/swimman#Old_Saxon,3,,ABCC,ABC,ABB
osx,werpan,warp,wurpun,worpan,werpaną,https://en.wiktionary.org//wiki/werpan#Old_Saxon,3,,ABCD,ABC,ABC
osx,werthan,warth,wurdun,wordan,werþaną,https://en.wiktionary.org//wiki/werthan#Old_Saxon,3,,ABCD,ABC,ABC
osx,windan,wand,wundun,wundan,windaną,https://en.wiktionary.org//wiki/windan#Old_Saxon,3,,ABCC,ABC,ABB
osx,winnan,wan,wunnun,wunnan,winnaną,https://en.wiktionary.org//wiki/winnan#Old_Saxon,3,,ABCC,ABC,ABB
osx,brekan,brak,brākun,brokan,brekaną,https://en.wiktionary.org//wiki/brekan#Old_Saxon,4,Vowel length was phonemic,ABCD,ABC,ABC
osx,beran,bar,bārun,boran,beraną,https://en.wiktionary.org//wiki/beran#Old_Saxon,4,Vowel length was phonemic,ABCD,ABC,ABC
osx,kuman,quam,quāmun,kuman,kwemaną,https://en.wiktionary.org/wiki/kuman#Old_Saxon,4,Vowel length was phonemic,ABCA,ABA,ABA
osx,niman,nam,nāmun,numan,nemaną,https://en.wiktionary.org/wiki/niman#Old_Saxon,4,Vowel length was phonemic,ABCD,ABC,ABC
osx,skeran,skar,skārun,skoran,skeraną,https://en.wiktionary.org/wiki/skeran#Old_Saxon,4,Vowel length was phonemic,ABCD,ABC,ABC
osx,stelan,stal,stālun,stolan,stelaną,https://en.wiktionary.org//wiki/stelan#Old_Saxon,4,Vowel length was phonemic,ABCD,ABC,ABC
osx,tredan,trad,trādun,tredan,trudaną,UniMorph,4,Vowel length was phonemic,ABCA,ABA,ABA
osx,wegan,wah,wāgun,wegan,weganą,https://en.wiktionary.org//wiki/wegan#Old_Saxon,5,Vowel length was phonemic,ABCA,ABA,ABA
osx,drepan,drap,drāpun,drepan,drepaną,https://en.wiktionary.org//wiki/drepan#Old_Saxon,5,Vowel length was phonemic,ABCA,ABA,ABA
osx,etan,at,ātun,etan,etaną,https://en.wiktionary.org//wiki/etan#Old_Saxon,5,Vowel length was phonemic,ABCA,ABA,ABA
osx,fargevan,fargaf,fargāvun,fargevan,fragebaną,https://en.wiktionary.org/wiki/fargevan#Old_Saxon,5,Vowel length was phonemic,ABCA,ABA,ABA
osx,gevan,gaf,gāvun,gevan,gebaną,https://en.wiktionary.org/wiki/gevan#Old_Saxon,5,Vowel length was phonemic,ABCA,ABA,ABA
osx,lesan,las,lārun,leran,lesaną,https://en.wiktionary.org//wiki/lesan#Old_Saxon,5,Vowel length was phonemic,ABCA,ABA,ABA
osx,wrekan,wrak,wrākun,wrekan,wrekaną,https://en.wiktionary.org//wiki/wrekan#Old_Saxon,5,Vowel length was phonemic,ABCA,ABA,ABA
osx,biddian,bad,bādun,bedan,bidjaną,https://en.wiktionary.org//wiki/biddian#Old_Saxon,5,Vowel length was phonemic,ABCA,ABA,ABA
osx,liggian,lag,lāgun,legan,ligjaną,https://en.wiktionary.org//wiki/liggian#Old_Saxon,5,Vowel length was phonemic,ABCA,ABA,ABA
osx,sittian,sat,sātun,setan,sitjaną,https://en.wiktionary.org//wiki/sittian#Old_Saxon,5,Vowel length was phonemic,ABCA,ABA,ABA
osx,hladan,hlōd,hlōdun,hladan,hlaþaną,https://en.wiktionary.org//wiki/hladan#Old_Saxon,6,,ABBA,ABA,ABA
osx,malan,,,,malaną,https://en.wiktionary.org//wiki/malan#Old_Saxon,6,,,,
osx,wadan,wōd,wōdun,wadan,wadaną,https://en.wiktionary.org//wiki/wadan#Old_Saxon,6,,ABBA,ABA,ABA
osx,bakkan,bōk,bōkun,bakkan,bakaną,https://en.wiktionary.org//wiki/bakkan#Old_Saxon,6,,ABBA,ABA,ABA
osx,dragan,drōg,drōgun,dragan,draganą,https://en.wiktionary.org//wiki/dragan#Old_Saxon,6,,ABBA,ABA,ABA
osx,faran,fōr,fōrun,faran,faraną,https://en.wiktionary.org//wiki/faran#Old_Saxon,6,,ABBA,ABA,ABA
osx,gnagan,,,,gnaganą,https://en.wiktionary.org//wiki/gnagan#Old_Saxon,6,,,,
osx,gravan,grōf,grōvun,gravan,grabaną,https://en.wiktionary.org//wiki/gravan#Old_Saxon,6,,ABBA,ABA,ABA
osx,skavan,skōf,skōvun,skavan,skabaną,https://en.wiktionary.org//wiki/ska%C6%80an#Old_Saxon,6,,ABBA,ABA,ABA
osx,slahan,slōg,slōgun,slagan,slahaną,https://en.wiktionary.org//wiki/slahan#Old_Saxon,6,,ABBA,ABA,ABA
osx,standan,stōd,stōdun,standan,standaną,https://en.wiktionary.org//wiki/standan#Old_Saxon,6,,ABBA,ABA,ABA
osx,hebbian,hōf,hōvun,havan,habjaną,https://en.wiktionary.org/wiki/hebbian#Old_Saxon,6,,ABBA,ABA,ABA
osx,hlahhian,hlōg,hlōgun,hlahan,hlahjaną,https://en.wiktionary.org/wiki/hlahhian#Old_Saxon,6,,ABBA,ABA,ABA
osx,skeppian,skōp,skōpun,skapan,skapjaną,https://en.wiktionary.org//wiki/skeppian#Old_Saxon,6,,ABBC,ABC,ABC
osx,swerian,swōr,swōrun,sworan,swarjaną,https://en.wiktionary.org//wiki/swerian#Old_Saxon,6,,ABBC,ABC,ABC
osx,wahsan,,,,wahsijaną,https://en.wiktionary.org/wiki/wahsan#Old_Saxon,6,,,,
osx,hētan,hêt,hêtun,gihētan,haitaną,https://en.wiktionary.org//wiki/hetan#Old_Saxon,7,,ABBA,ABA,ABA
osx,hauwan,hēw,hēwun,hauwan,hawwaną,https://en.wiktionary.org//wiki/hauwan#Old_Saxon,7,,ABBA,ABA,ABA
osx,hlōpan,hliop,hliopun,gihlōpan,hlaupaną,https://en.wiktionary.org//wiki/hlopan#Old_Saxon,7,,ABBA,ABA,ABA
osx,bannan,bēn,bēnnun,bannan,bannaną,https://en.wiktionary.org//wiki/bannan#Old_Saxon,7,,ABBA,ABA,ABA
osx,hāhan,hēng,hēngun,gihangan,hanhaną,https://en.wiktionary.org//wiki/hahan#Old_Saxon,7,,ABBA,ABA,ABA
osx,fallan,fēl,fēllun,fallan,fallaną,https://en.wiktionary.org//wiki/fallan#Old_Saxon,7,,ABBA,ABA,ABA
osx,fāhan,fēng,fēngun,gifangan,fanhaną,https://en.wiktionary.org//wiki/fahan#Old_Saxon,7,,ABBA,ABA,ABA
osx,haldan,hēld,hēldun,haldan,haldaną,https://en.wiktionary.org//wiki/haldan#Old_Saxon,7,,ABBA,ABA,ABA
osx,waskan,wōsk,wōskun,waskan,waskaną,https://en.wiktionary.org//wiki/waskan#Old_Saxon,7,,ABBA,ABA,ABA
osx,blāsan,blēs,blēsun,blāsan,blēsaną,https://en.wiktionary.org/wiki/Reconstruction:Old_Saxon/blasan,7,Reconstructed,ABBA,ABA,ABA
osx,grātan,grēt,grētun,gigrātan,grētaną,https://en.wiktionary.org//wiki/gratan#Old_Saxon,7,,ABBA,ABA,ABA
osx,sāian,sēw,sēwun,gisāian,sēaną,https://en.wiktionary.org//wiki/saian#Old_Saxon,7,,ABBA,ABA,ABA
osx,lātan,lēt,lētun,gilātan,lētaną,https://en.wiktionary.org//wiki/latan#Old_Saxon,7,,ABBA,ABA,ABA
osx,rādan,rēd,rēdun,girādan,rēdaną,https://en.wiktionary.org//wiki/radan#Old_Saxon,7,,ABBA,ABA,ABA
osx,glōian,gliow,gliowun,giglōian,glōaną,https://en.wiktionary.org//wiki/gloian#Old_Saxon,7,,ABBA,ABA,ABA
dan,ride,red,red,redet,rīdaną,https://en.wiktionary.org//wiki/ride#Danish,1,,ABBB,ABB,ABB
dan,bie,biede,biede,biet,bīdaną,https://en.wiktionary.org//wiki/bie#Danish,1,,AAAA,AAA,AAA
dan,bide,bed,bed,bidt,bītaną,https://en.wiktionary.org//wiki/bide#Danish,1,,ABBA,ABA,ABA
dan,skinne,skinnede,skinnede,skinnet,skīnaną,https://en.wiktionary.org//wiki/skinne#Danish,1,,AAAA,AAA,AAA
dan,snide,,,,snīþaną,https://en.wiktionary.org//wiki/snide#Danish,1,,,,
dan,,,,,rīsaną,,1,,,,
dan,blive,blev,blev,blevet,bilībaną,https://en.wiktionary.org//wiki/blive#Danish,1,,ABBB,ABB,ABB
dan,drive,drev,drev,drevet,drībaną,https://en.wiktionary.org//wiki/drive#Danish,1,,ABBB,ABB,ABB
dan,gribe,greb,greb,greben,grīpaną,https://en.wiktionary.org//wiki/gribe#Danish,1,,ABBB,ABB,ABB
dan,lide,led,led,lidt,līþaną,https://en.wiktionary.org//wiki/lide#Danish,1,,ABBA,ABA,ABA
dan,skide,sked,sked,skidt,skītaną,https://en.wiktionary.org//wiki/skide#Danish,1,,ABBA,ABA,ABA
dan,skrive,skrev,skrev,skrevet,skrībaną,https://en.wiktionary.org//wiki/skrive#Danish,1,,ABBB,ABB,ABB
dan,skride,skred,skred,skredet,skrīþaną,https://en.wiktionary.org//wiki/skride#Danish,1,,ABBB,ABB,ABB
dan,slide,sled,sled,slidt,slītaną,https://en.wiktionary.org//wiki/slide#Danish,1,,ABBA,ABA,ABA
dan,sne,sneede,sneede,sneet,snīwaną,https://en.wiktionary.org//wiki/sne#Danish,1,,AAAA,AAA,AAA
dan,spi,,,,spīwaną,https://en.wiktionary.org//wiki/spi#Danish,1,,,,
dan,stige,steg,steg,steget,stīganą,https://en.wiktionary.org//wiki/stige#Danish,1,,ABBB,ABB,ABB
dan,ridse,ridsede,ridsede,ridset,wrītaną,https://en.wiktionary.org//wiki/ridse#Danish,1,,AAAA,AAA,AAA
dan,gyde,gydede,gydede,gydet,geutaną,https://en.wiktionary.org//wiki/gyde#Danish,2,,AAAA,AAA,AAA
dan,byde,bød,bød,budt,beudaną,https://en.wiktionary.org//wiki/byde#Danish,2,,ABBC,ABC,ABC
dan,flyve,fløj,fløj,fløjet,fleuganą,https://en.wiktionary.org//wiki/flyve#Danish,2,,ABBB,ABB,ABB
dan,brygge,bryggede,bryggede,brygget,brewwaną,https://en.wiktionary.org//wiki/brygge#Danish,2,,AAAA,AAA,AAA
dan,lyve,løj,løj,løjet,leuganą,https://en.wiktionary.org//wiki/lyve#Danish,2,,ABBB,ABB,ABB
dan,fly,ede,ede,et,fleuhaną,https://en.wiktionary.org//wiki/fly#Danish,2,,ABBB,ABB,ABB
dan,flyde,flød,flød,flydt,fleutaną,https://en.wiktionary.org//wiki/flyde#Danish,2,,ABBA,ABA,ABA
dan,fryse,frøs,frøs,frosset,freusaną,https://en.wiktionary.org//wiki/fryse#Danish,2,,ABBC,ABC,ABC
dan,forbyde,forbød,forbød,forbudt,furibeudaną,https://en.wiktionary.org//wiki/forbyde#Danish,2,,ABBC,ABC,ABC
dan,kyse,kysede,kysede,kyst,keusaną,https://en.wiktionary.org//wiki/kyse#Danish,2,,AAAA,AAA,AAA
dan,tygge,tyggede,tyggede,tygget,kewwaną,https://en.wiktionary.org//wiki/tygge#Danish,2,,AAAA,AAA,AAA
dan,krybe,krøb,krøb,krøbet,kreupaną,https://en.wiktionary.org//wiki/krybe#Danish,2,,ABBB,ABB,ABB
dan,,,,,lūkaną,,2,,,,
dan,ryge,røg,røg,røget,reukaną,https://en.wiktionary.org//wiki/ryge#Danish,2,,ABBB,ABB,ABB
dan,skue,skuede,skuede,skuet,skeubaną,https://en.wiktionary.org//wiki/skue#Danish,2,,AAAA,AAA,AAA
dan,skyde,skød,skød,skudt,skeutaną,https://en.wiktionary.org//wiki/skyde#Danish,2,,ABBC,ABC,ABC
dan,suge,sugede,sugede,suget,sūganą,https://en.wiktionary.org//wiki/suge#Danish,2,,AAAA,AAA,AAA
dan,søbe,,,,sūpaną,https://en.wiktionary.org//w/index.php?title=s%C3%B8be&action=edit&redlink=1,2,,,,
dan,tæske,tæskede,tæskede,tæsket,þreskaną,https://en.wiktionary.org//wiki/t%C3%A6ske#Danish,3,,AAAA,AAA,AAA
dan,synke,sank,sank,sunket,sinkwaną,https://en.wiktionary.org//wiki/synke#Danish,3,,ABBC,ABC,ABC
dan,briste,brast,brast,bristet,brestaną,https://en.wiktionary.org//wiki/briste#Danish,3,,ABBA,ABA,ABA
dan,bjærge,,,,berganą,https://en.wiktionary.org//w/index.php?title=bj%C3%A6rge&action=edit&redlink=1,3,,,,
dan,binde,bandt,bandt,bundet,bindaną,https://en.wiktionary.org//wiki/binde#Danish,3,,ABBC,ABC,ABC
dan,brænde,brændte,brændte,brændt,brinnaną,https://en.wiktionary.org//wiki/br%C3%A6nde#Danish,3,,AAAA,AAA,AAA
dan,drikke,drak,drak,drukket,drinkaną,https://en.wiktionary.org//wiki/drikke#Danish,3,,ABBC,ABC,ABC
dan,fægte,,,,fehtaną,https://en.wiktionary.org//w/index.php?title=f%C3%A6gte&action=edit&redlink=1,3,,,,
dan,finde,fandt,fandt,fundet,finþaną,https://en.wiktionary.org//wiki/finde#Danish,3,,ABBC,ABC,ABC
dan,gælde,gjaldt,gjaldt,gjaldt,geldaną,https://en.wiktionary.org//wiki/g%C3%A6lde#Danish,3,,ABBB,ABB,ABB
dan,hjælpe,hjalp,hjalp,hjulpet,helpaną,https://en.wiktionary.org//wiki/hj%C3%A6lpe#Danish,3,,ABBC,ABC,ABC
dan,rinde,randt,randt,rundet,rinnaną,https://en.wiktionary.org//wiki/rinde#Danish,3,,ABBC,ABC,ABC
dan,synge,sang,sang,sunget,singwaną,https://en.wiktionary.org//wiki/synge#Danish,3,,ABBC,ABC,ABC
dan,smelte,,,,smeltaną,https://en.wiktionary.org//wiki/smelte#Danish,3,,,,
dan,spinde,spandt,spandt,spundet,spinnaną,https://en.wiktionary.org//wiki/spinde#Danish,3,,ABBC,ABC,ABC
dan,sprække,sprak,sprak,sprukken,springaną,https://en.wiktionary.org//wiki/spr%C3%A6kke#Danish,3,,ABBC,ABC,ABC
dan,stinke,,,,stinkwaną,https://en.wiktionary.org//wiki/stinke#Danish,3,,,,
dan,svulme,svulmede,svulmede,svulmet,swellaną,https://en.wiktionary.org//wiki/svulme#Danish,3,,AAAA,AAA,AAA
dan,svømme,svømmede,svømmede,svømmet,swimmaną,https://en.wiktionary.org/wiki/sv%C3%B8mme#Danish,3,,AAAA,AAA,AAA
dan,værpe,værpede,værpede,værpet,werpaną,https://en.wiktionary.org//wiki/v%C3%A6rpe#Danish,3,,AAAA,AAA,AAA
dan,vorde,vordede,vordede,vordet,werþaną,https://en.wiktionary.org//wiki/vorde#Danish,3,,AAAA,AAA,AAA
dan,vinde,vandt,vandt,vundet,windaną,https://en.wiktionary.org//wiki/vinde#Danish,3,,ABBC,ABC,ABC
dan,vinde,vandt,vandt,vundet,winnaną,https://en.wiktionary.org//wiki/vinde#Danish,3,,ABBC,ABC,ABC
dan,brække,brækkede,brækkede,brækket,brekaną,https://en.wiktionary.org//wiki/br%C3%A6kke#Danish,4,,AAAA,AAA,AAA
dan,bære,bar,bar,båret,beraną,https://en.wiktionary.org//wiki/b%C3%A6re#Danish,4,,ABBC,ABC,ABC
dan,komme,kom,kom,kommet,kwemaną,https://en.wiktionary.org//wiki/komme#Danish,4,,ABBA,ABA,ABA
dan,nemme,nemmede,nemmede,nemmet,nemaną,https://en.wiktionary.org//wiki/nemme#Danish,4,,AAAA,AAA,AAA
dan,skære,skar,skar,skåret,skeraną,https://en.wiktionary.org//wiki/sk%C3%A6re#Danish,4,,ABBC,ABC,ABC
dan,stjæle,stjal,stjal,stjålet,stelaną,https://en.wiktionary.org//wiki/stj%C3%A6le#Danish,4,,ABBC,ABC,ABC
dan,træde,trådte,trådte,trådt,trudaną,https://en.wiktionary.org//wiki/tr%C3%A6de#Danish,4,,ABBB,ABB,ABB
dan,veje,vejede,vejede,vejet,weganą,https://en.wiktionary.org//wiki/veje#Danish,5,,AAAA,AAA,AAA
dan,dræbe,dræbte,dræbte,dræbt,drepaną,https://en.wiktionary.org//wiki/dr%C3%A6be#Danish,5,,AAAA,AAA,AAA
dan,æde,åd,åd,ædt,etaną,https://en.wiktionary.org//wiki/%C3%A6de#Danish,5,,ABBC,ABC,ABC
dan,forgive,,,,fragebaną,https://en.wiktionary.org//wiki/forgive#Danish,5,,,,
dan,give,gav,gav,givet,gebaną,https://en.wiktionary.org//wiki/give#Danish,5,,ABBA,ABA,ABA
dan,læse,læste,læste,læst,lesaną,https://en.wiktionary.org//wiki/l%C3%A6se#Danish,5,,AAAA,AAA,AAA
dan,vrage,vragede,vragede,vraget,wrekaną,https://en.wiktionary.org//wiki/vrage#Danish,5,,AAAA,AAA,AAA
dan,bede,bad,bad,bedt,bidjaną,https://en.wiktionary.org//wiki/bede#Danish,5,,ABBA,ABA,ABA
dan,ligge,lå,lå,ligget,ligjaną,https://en.wiktionary.org//wiki/ligge#Danish,5,,ABBA,ABA,ABA
dan,sidde,sad,sad,siddet,sitjaną,https://en.wiktionary.org//wiki/sidde#Danish,5,,ABBA,ABA,ABA
dan,lade,lod,lod,ladet,hlaþaną,https://en.wiktionary.org//wiki/lade#Danish,6,,ABBA,ABA,ABA
dan,male,malede,malede,malet,malaną,https://en.wiktionary.org//wiki/male#Danish,6,,AAAA,AAA,AAA
dan,vade,,,,wadaną,https://en.wiktionary.org//wiki/vade#Danish,6,,,,
dan,bage,bagte,bagte,bagt,bakaną,https://en.wiktionary.org//wiki/bage#Danish,6,,AAAA,AAA,AAA
dan,drage,drog,drog,draget,draganą,https://en.wiktionary.org//wiki/drage#Danish,6,,ABBA,ABA,ABA
dan,fare,for,for,faret,faraną,https://en.wiktionary.org//wiki/fare#Danish,6,,ABBA,ABA,ABA
dan,nage,,,,gnaganą,https://en.wiktionary.org//wiki/nage#Danish,6,,,,
dan,grave,gravede,gravede,gravet,grabaną,https://en.wiktionary.org//wiki/grave#Danish,6,,AAAA,AAA,AAA
dan,skave,,,,skabaną,https://en.wiktionary.org//wiki/skave#Danish,6,,,,
dan,slå,slog,slog,slået,slahaną,https://en.wiktionary.org//wiki/sl%C3%A5#Danish,6,,ABBA,ABA,ABA
dan,stå,stod,stod,stået,standaną,https://en.wiktionary.org//wiki/st%C3%A5#Danish,6,,ABBA,ABA,ABA
dan,hæve,hævede,hævede,hævet,habjaną,https://en.wiktionary.org//wiki/h%C3%A6ve#Danish,6,,AAAA,AAA,AAA
dan,le,lo,lo,leet,hlahjaną,https://en.wiktionary.org//wiki/le#Danish,6,,ABBA,ABA,ABA
dan,skabe,skabte,skabte,skabt,skapjaną,https://en.wiktionary.org//wiki/skabe#Danish,6,,AAAA,AAA,AAA
dan,sværge,svor,svor,svoret,swarjaną,https://en.wiktionary.org//wiki/sv%C3%A6rge#Danish,6,,ABBB,ABB,ABB
dan,vokse,voksede,voksede,vokset,wahsijaną,https://en.wiktionary.org/wiki/vokse#Danish,6,,AAAA,AAA,AAA
dan,hede,,,,haitaną,https://en.wiktionary.org//wiki/hede#Danish,7,,,,
dan,hugge,huggede,huggede,hugget,hawwaną,https://en.wiktionary.org//wiki/hugge#Danish,7,,AAAA,AAA,AAA
dan,løbe,løb,løb,løbet,hlaupaną,https://en.wiktionary.org//wiki/l%C3%B8be#Danish,7,,AAAA,AAA,AAA
dan,bande,bandede,bandede,bandet,bannaną,https://en.wiktionary.org//wiki/bande#Danish,7,,AAAA,AAA,AAA
dan,hænge,hang,hang,hængt,hanhaną,https://en.wiktionary.org//wiki/h%C3%A6nge#Danish,7,,ABBA,ABA,ABA
dan,falde,faldt,faldt,faldet,fallaną,https://en.wiktionary.org//wiki/falde#Danish,7,,AAAA,AAA,AAA
dan,få,fik,fik,fået,fanhaną,https://en.wiktionary.org//wiki/f%C3%A5#Danish,7,,ABBA,ABA,ABA
dan,holde,holdt,holdt,holdt,haldaną,https://en.wiktionary.org//wiki/holde#Danish,7,,AAAA,AAA,AAA
dan,vaske,vaskede,vaskede,vasket,waskaną,https://en.wiktionary.org//wiki/vaske#Danish,7,,AAAA,AAA,AAA
dan,blæse,blæste,blæste,blæst,blēsaną,https://en.wiktionary.org//wiki/bl%C3%A6se#Danish,7,,AAAA,AAA,AAA
dan,græde,græd,græd,grædt,grētaną,https://en.wiktionary.org//wiki/gr%C3%A6de#Danish,7,,AAAA,AAA,AAA
dan,så,såede,såede,sået,sēaną,https://en.wiktionary.org//wiki/s%C3%A5#Danish,7,,AAAA,AAA,AAA
dan,lade,lod,lod,ladet,lētaną,https://en.wiktionary.org//wiki/lade#Danish,7,,ABBA,ABA,ABA
dan,råde,rådede,rådede,rådet,rēdaną,https://en.wiktionary.org//wiki/r%C3%A5de#Danish,7,,AAAA,AAA,AAA
dan,glo,gloede,gloede,gloet,glōaną,https://en.wiktionary.org//wiki/glo#Danish,7,,AAAA,AAA,AAA
gml,riden,rêt,rēden,gerēden,rīdaną,https://en.wiktionary.org//wiki/riden#Middle_Low_German,1,,ABCC,ABC,ABB
gml,bîden,,,,bīdaną,https://en.wiktionary.org//wiki/biden#Middle_Low_German,1,,,,
gml,bîten,,,,bītaną,https://en.wiktionary.org//wiki/biten#Middle_Low_German,1,,,,
gml,,,,,skīnaną,,1,,,,
gml,snîden,snêt,snēden,gesnēden,snīþaną,https://en.wiktionary.org//wiki/sniden#Middle_Low_German,1,,ABCC,ABC,ABB
gml,rîsen,,,,rīsaną,https://en.wiktionary.org//wiki/risen#Middle_Low_German,1,,,,
gml,blîven,,,,bilībaną,https://en.wiktionary.org//wiki/bliven#Middle_Low_German,1,,,,
gml,driven,,,,drībaną,https://en.wiktionary.org//wiki/driven#Middle_Low_German,1,,,,
gml,grîpen,,,,grīpaną,https://en.wiktionary.org//wiki/gripen#Middle_Low_German,1,,,,
gml,lîden,,,,līþaną,https://en.wiktionary.org//wiki/liden#Middle_Low_German,1,,,,
gml,schīten,,,,skītaną,https://en.wiktionary.org//wiki/schiten#Middle_Low_German,1,,,,
gml,schrîven,schrêf,schrēven,geschrēven,skrībaną,https://en.wiktionary.org//wiki/schriven#Middle_Low_German,1,,ABCC,ABC,ABB
gml,schrîden,,,,skrīþaną,https://en.wiktionary.org//wiki/schriden#Middle_Low_German,1,,,,
gml,slîten,,,,slītaną,https://en.wiktionary.org//wiki/sliten#Middle_Low_German,1,,,,
gml,snîen,,,,snīwaną,https://en.wiktionary.org//wiki/snien#Middle_Low_German,1,,,,
gml,spigen,spêch,spēgen,gespēgen,spīwaną,https://en.wiktionary.org/wiki/spigen#Middle_Low_German,1,,ABCC,ABC,ABB
gml,stîgen,stêch,stēgen,gestēgen,stīganą,https://en.wiktionary.org//wiki/stigen#Middle_Low_German,1,,ABCC,ABC,ABB
gml,wrîten,wrêt,wrēten,gewrēten,wrītaną,https://en.wiktionary.org//wiki/writen#Middle_Low_German,1,,ABCC,ABC,ABB
gml,gêten,,,,geutaną,https://en.wiktionary.org//wiki/geten#Middle_Low_German,2,,,,
gml,bēden,bôt,bōden,gebōden ,beudaną,https://en.wiktionary.org//wiki/beden#Middle_Low_German,2,,ABCC,ABC,ABB
gml,vlêgen,,,,fleuganą,https://en.wiktionary.org//wiki/vlegen#Middle_Low_German,2,,,,
gml,brouwen,,,,brewwaną,https://en.wiktionary.org//wiki/brouwen#Middle_Low_German,2,,,,
gml,legen,,,,leuganą,https://en.wiktionary.org/wiki/legen#Middle_Low_German,2,,,,
gml,,,,,fleuhaną,,2,,,,
gml,vlêten,,,,fleutaną,https://en.wiktionary.org//wiki/vleten#Middle_Low_German,2,,,,
gml,vreisen,,,,freusaną,https://en.wiktionary.org//w/index.php?title=vreisen&action=edit&redlink=1,2,,,,
gml,verbēden,,,,furibeudaną,https://en.wiktionary.org//w/index.php?title=verbeden&action=edit&redlink=1,2,,,,
gml,kîsen,,,,keusaną,https://en.wiktionary.org//wiki/kisen#Middle_Low_German,2,,,,
gml,kuwen,,,,kewwaną,https://en.wiktionary.org//w/index.php?title=kuwen&action=edit&redlink=1,2,,,,
gml,krūpen,,,,kreupaną,https://en.wiktionary.org//wiki/krupen#Middle_Low_German,2,,,,
gml,entlûken,,,,lūkaną,https://en.wiktionary.org//w/index.php?title=entluken&action=edit&redlink=1,2,,,,
gml,rûken,,,,reukaną,https://en.wiktionary.org//wiki/ruken#Middle_Low_German,2,,,,
gml,schûven,,,,skeubaną,https://en.wiktionary.org//wiki/schuven#Middle_Low_German,2,,,,
gml,scheten,,,,skeutaną,https://en.wiktionary.org//wiki/scheten#Middle_Low_German,2,,,,
gml,sȫgen,,,,sūganą,https://en.wiktionary.org//wiki/sogen#Middle_Low_German,2,,,,
gml,sūpen,sôp,sōpen,gesōpen,sūpaną,https://en.wiktionary.org//wiki/supen#Middle_Low_German,2,,ABCC,ABC,ABB
gml,dorschen,,,,þreskaną,https://en.wiktionary.org//w/index.php?title=dorschen&action=edit&redlink=1,3,,,,
gml,,,,,sinkwaną,,3,,,,
gml,borsten,,,,brestaną,https://en.wiktionary.org//wiki/borsten#Middle_Low_German,3,,,,
gml,bargen,,,,berganą,https://en.wiktionary.org//wiki/bargen#Middle_Low_German,3,,,,
gml,binden,bant,bünden,gebunden,bindaną,https://en.wiktionary.org//wiki/binden#Middle_Low_German,3,,ABCD,ABC,ABC
gml,burnen,,,,brinnaną,https://en.wiktionary.org//w/index.php?title=burnen&action=edit&redlink=1,3,,,,
gml,drinken,drank,drünken,gedrunken,drinkaną,https://en.wiktionary.org//wiki/drinken#Middle_Low_German,3,,ABCD,ABC,ABC
gml,vechten,vacht,vüchten,gevuchten,fehtaną,https://en.wiktionary.org//wiki/vechten#Middle_Low_German,3,,ABCD,ABC,ABC
gml,finnen,,,,finþaną,https://en.wiktionary.org//wiki/finnen#Middle_Low_German,3,,,,
gml,gelden,,,,geldaną,https://en.wiktionary.org//wiki/gelden#Middle_Low_German,3,,,,
gml,helpen,halp,hülpen,gehulpen,helpaną,https://en.wiktionary.org//wiki/helpen#Middle_Low_German,3,,ABCD,ABC,ABC
gml,rinnen,,,,rinnaną,https://en.wiktionary.org//wiki/rinnen#Middle_Low_German,3,,,,
gml,singen,,,,singwaną,https://en.wiktionary.org//wiki/singen#Middle_Low_German,3,,,,
gml,smelten,,,,smeltaną,https://en.wiktionary.org//wiki/smelten#Middle_Low_German,3,,,,
