lang,form,PRET.SG,PRET.PL,PTCP,proto_gem_form,links,class_n
fao,grava,gróv,gróvu,grivin,grabaną,https://en.wiktionary.org//wiki/grava#Faroese,6
fao,skava,,,,skabaną,https://en.wiktionary.org//wiki/skava#Faroese,6
fao,slá,,,,slahaną,https://en.wiktionary.org//wiki/sl%C3%A1#Faroese,6
fao,standa,stóð,stóðu,staðið,standaną,https://en.wiktionary.org//wiki/standa#Faroese,6
fao,hevja,hevjaði,hevjaðu,hevjað,habjaną,https://en.wiktionary.org//wiki/hevja#Faroese,6
fao,læa,læði,læðu,læin,hlahjaną,https://en.wiktionary.org//wiki/l%C3%A6a#Faroese,6
fao,skapa,skapti,skaptu,skaptur,skapjaną,https://en.wiktionary.org//wiki/skapa#Faroese,6
fao,svørja,svór,svóru,svorin,swarjaną,https://en.wiktionary.org//wiki/sv%C3%B8rja#Faroese,6
fao,veksa,,,,wahsijaną,https://en.wiktionary.org//wiki/veksa#Faroese,6
fao,heita,,,,haitaną,https://en.wiktionary.org//wiki/heita#Faroese,7
fao,høgga,,,,hawwaną,https://en.wiktionary.org//wiki/h%C3%B8gga#Faroese,7
fao,leypa,leyp,lupu,lopin,hlaupaną,https://en.wiktionary.org//wiki/leypa#Faroese,7
fao,banna,bannaði,bannaðu,bannað,bannaną,https://en.wiktionary.org//wiki/banna#Faroese,7
fao,hanga,hekk,hingu,hingin,hanhaną,https://en.wiktionary.org//wiki/hanga#Faroese,7
fao,falla,fallfell,fullu,fallin,fallaną,https://en.wiktionary.org//wiki/falla#Faroese,7
fao,fá,,,,fanhaną,https://en.wiktionary.org//wiki/f%C3%A1#Faroese,7
fao,halda,helt,hildu,hildin,haldaną,https://en.wiktionary.org//wiki/halda#Faroese,7
fao,vaska,vaskaði,vaskaðu,vaskað,waskaną,https://en.wiktionary.org//wiki/vaska#Faroese,7
fao,blása,,,,blēsaną,https://en.wiktionary.org//wiki/bl%C3%A1sa#Faroese,7
fao,gráta,græt,grótu,grátin,grētaną,https://en.wiktionary.org//wiki/gr%C3%A1ta#Faroese,7
fao,sáa,,,,sēaną,https://en.wiktionary.org//wiki/s%C3%A1a#Faroese,7
fao,láta,læt,lótu,látin,lētaną,https://en.wiktionary.org//wiki/l%C3%A1ta#Faroese,7
fao,ráða,raddi,raddu,rátt,rēdaną,https://en.wiktionary.org//wiki/r%C3%A1%C3%B0a#Faroese,7
fao,glógva,glógvaði,glógvaðu,glógvað,glōaną,https://en.wiktionary.org//wiki/gl%C3%B3gva#Faroese,7
fry,ride,,,,rīdaną,https://en.wiktionary.org//wiki/ride#West_Frisian,1
fry,,,,,bīdaną,,1
fry,bite,,,,bītaną,https://en.wiktionary.org//wiki/bite#West_Frisian,1
fry,skyne,,,,skīnaną,https://en.wiktionary.org//wiki/skyne#West_Frisian,1
fry,snije,,,,snīþaną,https://en.wiktionary.org//w/index.php?title=snije&action=edit&redlink=1,1
fry,rize,,,,rīsaną,https://en.wiktionary.org//wiki/rize#West_Frisian,1
fry,bliuwe,bleau,bleauwen,bleaun,bilībaną,https://en.wiktionary.org//wiki/bliuwe#West_Frisian,1
fry,driuwe,,,,drībaną,https://en.wiktionary.org//wiki/driuwe#West_Frisian,1
fry,gripe,,,,grīpaną,https://en.wiktionary.org//wiki/gripe#West_Frisian,1
fry,lije,,,,līþaną,https://en.wiktionary.org//wiki/lije#West_Frisian,1
fry,skite,skiet,skieten,skiten,skītaną,https://en.wiktionary.org//wiki/skite#West_Frisian,1
fry,skriuwe,skreau,skreauwen,skreaun,skrībaną,https://en.wiktionary.org//wiki/skriuwe#West_Frisian,1
fry,,,,,skrīþaną,,1
fry,slite,,,,slītaną,https://en.wiktionary.org//wiki/slite#West_Frisian,1
fry,snije,,,,snīwaną,https://en.wiktionary.org//w/index.php?title=snije&action=edit&redlink=1,1
fry,spije,,,,spīwaną,https://en.wiktionary.org//w/index.php?title=spije&action=edit&redlink=1,1
fry,stige,,,,stīganą,https://en.wiktionary.org//wiki/stige#West_Frisian,1
fry,write,,,,wrītaną,https://en.wiktionary.org//wiki/write#West_Frisian,1
fry,jitte,,,,geutaną,https://en.wiktionary.org//wiki/jitte#West_Frisian,2
fry,biede,,,,beudaną,https://en.wiktionary.org//wiki/biede#West_Frisian,2
fry,fleane,,,,fleuganą,https://en.wiktionary.org//wiki/fleane#West_Frisian,2
fry,brouwe,,,,brewwaną,https://en.wiktionary.org//wiki/brouwe#West_Frisian,2
fry,lige,,,,leuganą,https://en.wiktionary.org//wiki/lige#West_Frisian,2
fry,,,,,fleuhaną,,2
fry,,,,,fleutaną,,2
fry,frieze,,,,freusaną,https://en.wiktionary.org//wiki/frieze#West_Frisian,2
fry,,,,,furibeudaną,,2
fry,kieze,,,,keusaną,https://en.wiktionary.org//wiki/kieze#West_Frisian,2
fry,koaie,,,,kewwaną,https://en.wiktionary.org//w/index.php?title=koaie&action=edit&redlink=1,2
fry,krûpe,,,,kreupaną,https://en.wiktionary.org//wiki/kr%C3%BBpe#West_Frisian,2
fry,lûke,luts,lutsen,lutsen,lūkaną,https://en.wiktionary.org//wiki/l%C3%BBke#West_Frisian,2
fry,rûke,roek,roeken,rûkt,reukaną,https://en.wiktionary.org//wiki/r%C3%BBke#West_Frisian,2
fry,skowe,,,,skeubaną,https://en.wiktionary.org//w/index.php?title=skowe&action=edit&redlink=1,2
fry,sjitte,skeat,skeaten,sketten,skeutaną,https://en.wiktionary.org//wiki/sjitte#West_Frisian,2
fry,sûge,,,,sūganą,https://en.wiktionary.org//wiki/s%C3%BBge#West_Frisian,2
fry,sûpe,,,,sūpaną,https://en.wiktionary.org//w/index.php?title=s%C3%BBpe&action=edit&redlink=1,2
fry,terskje,,,,þreskaną,https://en.wiktionary.org//w/index.php?title=terskje&action=edit&redlink=1,3
fry,sinke,sonk,sonken,sonken,sinkwaną,https://en.wiktionary.org//wiki/sinke#West_Frisian,3
fry,boarste,,,,brestaną,https://en.wiktionary.org//w/index.php?title=boarste&action=edit&redlink=1,3
fry,bergje,,,,berganą,https://en.wiktionary.org//wiki/bergje#West_Frisian,3
fry,bine,,,,bindaną,https://en.wiktionary.org//wiki/bine#West_Frisian,3
fry,,,,,brinnaną,,3
fry,drinke,dronk,dronken,dronken,drinkaną,https://en.wiktionary.org//wiki/drinke#West_Frisian,3
fry,fjuchte,,,,fehtaną,https://en.wiktionary.org//w/index.php?title=fjuchte&action=edit&redlink=1,3
fry,fine,,,,finþaną,https://en.wiktionary.org//wiki/fine#West_Frisian,3
fry,jilde,,,,geldaną,https://en.wiktionary.org//wiki/jilde#West_Frisian,3
fry,helpe,holp,holpen,holpen,helpaną,https://en.wiktionary.org//wiki/helpe#West_Frisian,3
fry,rinne,rûn,rûnen,rûn,rinnaną,https://en.wiktionary.org//wiki/rinne#West_Frisian,3
fry,sjonge,song,songen,songen,singwaną,https://en.wiktionary.org//wiki/sjonge#West_Frisian,3
fry,smelte,,,,smeltaną,https://en.wiktionary.org//wiki/smelte#West_Frisian,3
fry,spinne,,,,spinnaną,https://en.wiktionary.org//wiki/spinne#West_Frisian,3
fry,springe,sprong,sprongen,sprongen,springaną,https://en.wiktionary.org//wiki/springe#West_Frisian,3
fry,stjonke,,,,stinkwaną,https://en.wiktionary.org//w/index.php?title=stjonke&action=edit&redlink=1,3
fry,swolgje,,,,swellaną,https://en.wiktionary.org//w/index.php?title=swolgje&action=edit&redlink=1,3
fry,swimme,,,,swimmaną,https://en.wiktionary.org//wiki/swimme#West_Frisian,3
fry,werpe,,,,werpaną,https://en.wiktionary.org//wiki/werpe#West_Frisian,3
fry,wurde,waard,waarden,wurden,werþaną,https://en.wiktionary.org//wiki/wurde#West_Frisian,3
fry,wine,,,,windaną,https://en.wiktionary.org//wiki/wine#West_Frisian,3
fry,winne,,,,winnaną,https://en.wiktionary.org//wiki/winne#West_Frisian,3
fry,brekke,bruts,brutsen,brutsen,brekaną,https://en.wiktionary.org//wiki/brekke#West_Frisian,4
fry,barre,,,,beraną,https://en.wiktionary.org//wiki/barre#West_Frisian,4
fry,komme,kaam,kamen,kommen,kwemaną,https://en.wiktionary.org//wiki/komme#West_Frisian,4
fry,nimme,naam,namen,nomd,nemaną,https://en.wiktionary.org//wiki/nimme#West_Frisian,4
fry,skeare,,,,skeraną,https://en.wiktionary.org//w/index.php?title=skeare&action=edit&redlink=1,4
fry,stelle,,,,stelaną,https://en.wiktionary.org//wiki/stelle#West_Frisian,4
fry,trêdzje,,,,trudaną,https://en.wiktionary.org//w/index.php?title=tr%C3%AAdzje&action=edit&redlink=1,4
fry,wage,,,,weganą,https://en.wiktionary.org//wiki/wage#West_Frisian,5
fry,,,,,drepaną,,5
fry,ite,iet,ieten,iten,etaną,https://en.wiktionary.org//wiki/ite#West_Frisian,5
fry,ferjaan,,,,fragebaną,https://en.wiktionary.org//w/index.php?title=ferjaan&action=edit&redlink=1,5
fry,jaan,joech,joegen,jûn,gebaną,https://en.wiktionary.org//wiki/jaan#West_Frisian,5
fry,lêze,lies,liezen,lêzen,lesaną,https://en.wiktionary.org//wiki/l%C3%AAze#West_Frisian,5
fry,wrekke,,,,wrekaną,https://en.wiktionary.org//w/index.php?title=wrekke&action=edit&redlink=1,5
fry,bidde,,,,bidjaną,https://en.wiktionary.org//wiki/bidde#West_Frisian,5
fry,lizze,lei,leinen,lein,ligjaną,https://en.wiktionary.org//wiki/lizze#West_Frisian,5
fry,sitte,siet,sieten,sitten,sitjaną,https://en.wiktionary.org//wiki/sitte#West_Frisian,5
fry,,,,,hlaþaną,,6
fry,mealle,,,,malaną,https://en.wiktionary.org//w/index.php?title=mealle&action=edit&redlink=1,6
fry,wâdzje,,,,wadaną,https://en.wiktionary.org//w/index.php?title=w%C3%A2dzje&action=edit&redlink=1,6
fry,bakke,,,,bakaną,https://en.wiktionary.org//wiki/bakke#West_Frisian,6
fry,drage,,,,draganą,https://en.wiktionary.org//wiki/drage#West_Frisian,6
fry,farre,,,,faraną,https://en.wiktionary.org//wiki/farre#West_Frisian,6
fry,gnauwe,,,,gnaganą,https://en.wiktionary.org//w/index.php?title=gnauwe&action=edit&redlink=1,6
fry,grave,,,,grabaną,https://en.wiktionary.org//wiki/grave#West_Frisian,6
fry,skave,,,,skabaną,https://en.wiktionary.org//wiki/skave#West_Frisian,6
fry,slaan,,,,slahaną,https://en.wiktionary.org//wiki/slaan#West_Frisian,6
fry,,,,,standaną,,6
fry,heffe,,,,habjaną,https://en.wiktionary.org//wiki/heffe#West_Frisian,6
fry,,,,,hlahjaną,,6
fry,skeppe,,,,skapjaną,https://en.wiktionary.org//w/index.php?title=skeppe&action=edit&redlink=1,6
fry,swarre,,,,swarjaną,https://en.wiktionary.org//w/index.php?title=swarre&action=edit&redlink=1,6
fry,waakse,woeks,woeksen,woeksen,wahsijaną,https://en.wiktionary.org//wiki/waakse#West_Frisian,6
fry,hjitte,,,,haitaną,https://en.wiktionary.org//wiki/hjitte#West_Frisian,7
fry,houwe,,,,hawwaną,https://en.wiktionary.org//wiki/houwe#West_Frisian,7
fry,ljeppe,,,,hlaupaną,https://en.wiktionary.org//wiki/ljeppe#West_Frisian,7
fry,banne,,,,bannaną,https://en.wiktionary.org//wiki/banne#West_Frisian,7
fry,hingje,,,,hanhaną,https://en.wiktionary.org//wiki/hingje#West_Frisian,7
fry,falle,foel,foelen,fallen,fallaną,https://en.wiktionary.org//wiki/falle#West_Frisian,7
fry,fange,,,,fanhaną,https://en.wiktionary.org//wiki/fange#West_Frisian,7
fry,hâlde,hâlde,hâlden,hâlden,haldaną,https://en.wiktionary.org//wiki/h%C3%A2lde#West_Frisian,7
fry,waskje,wosk,wosken,wosken,waskaną,https://en.wiktionary.org//wiki/waskje#West_Frisian,7
fry,blaze,,,,blēsaną,https://en.wiktionary.org//wiki/blaze#West_Frisian,7
fry,,,,,grētaną,,7
fry,saaie,,,,sēaną,https://en.wiktionary.org//wiki/saaie#West_Frisian,7
fry,litte,,,,lētaną,https://en.wiktionary.org//wiki/litte#West_Frisian,7
fry,riede,,,,rēdaną,https://en.wiktionary.org//wiki/riede#West_Frisian,7
fry,gloeie,,,,glōaną,https://en.wiktionary.org//wiki/gloeie#West_Frisian,7
osx,rīdan,rēd,ridun,giridan,rīdaną,https://en.wiktionary.org//wiki/ridan#Old_Saxon,1
osx,bīdan,bēd,bidun,gibidan,bīdaną,https://en.wiktionary.org//wiki/bidan#Old_Saxon,1
osx,bītan,bēt,bitun,gibitan,bītaną,https://en.wiktionary.org//wiki/bitan#Old_Saxon,1
osx,skīnan,skēn,skinun,giskinan,skīnaną,https://en.wiktionary.org//wiki/skinan#Old_Saxon,1
osx,snīthan,snēth,snidun,gisnidan,snīþaną,https://en.wiktionary.org//wiki/snithan#Old_Saxon,1
osx,rīsan,rēs,risun,girisan,rīsaną,https://en.wiktionary.org//wiki/risan#Old_Saxon,1
osx,bilīƀian,,,,bilībaną,https://en.wiktionary.org//wiki/bili%C6%80ian#Old_Saxon,1
osx,drīƀan,,,,drībaną,https://en.wiktionary.org//wiki/dri%C6%80an#Old_Saxon,1
osx,grīpan,grēp,gripun,gigripan,grīpaną,https://en.wiktionary.org//wiki/gripan#Old_Saxon,1
osx,līthan,lēth,lidun,gilidan,līþaną,https://en.wiktionary.org//wiki/lithan#Old_Saxon,1
osx,skītan,skēt,skitun,giskitan,skītaną,https://en.wiktionary.org//wiki/skitan#Old_Saxon,1
osx,skrīvan,skrēf,skrivun,giskrivan,skrībaną,https://en.wiktionary.org//wiki/skrivan#Old_Saxon,1
osx,skrīdan,skrēd,skridun,giskridan,skrīþaną,https://en.wiktionary.org//wiki/skridan#Old_Saxon,1
osx,slītan,slēt,slitun,gislitan,slītaną,https://en.wiktionary.org//wiki/slitan#Old_Saxon,1
osx,snīwan,,,,snīwaną,,1
osx,spīwan,spēw,spiwun,gispiwan,spīwaną,https://en.wiktionary.org//wiki/spiwan#Old_Saxon,1
osx,stīgan,stēh,stigun,gistigan,stīganą,https://en.wiktionary.org//wiki/stigan#Old_Saxon,1
osx,wrītan,wrēt,writun,giwritan,wrītaną,https://en.wiktionary.org//wiki/writan#Old_Saxon,1
osx,giotan,gōt,gutun,gotan,geutaną,https://en.wiktionary.org//wiki/giotan#Old_Saxon,2
osx,biodan,bōd,budun,bodan,beudaną,https://en.wiktionary.org//wiki/biodan#Old_Saxon,2
osx,fliogan,flōg,flugun,flogan,fleuganą,https://en.wiktionary.org//wiki/fliogan#Old_Saxon,2
osx,breuwan,,,,brewwaną,https://en.wiktionary.org//wiki/breuwan#Old_Saxon,2
osx,liogan,lōg,lugun,logan,leuganą,https://en.wiktionary.org//wiki/liogan#Old_Saxon,2
osx,fliohan,flōh,flugun,flogan,fleuhaną,https://en.wiktionary.org//wiki/fliohan#Old_Saxon,2
osx,fliotan,flōt,flutun,flotan,fleutaną,https://en.wiktionary.org//wiki/fliotan#Old_Saxon,2
osx,friosan,frōs,frurun,froran,freusaną,https://en.wiktionary.org//wiki/friosan#Old_Saxon,2
osx,farbiodan,,,,furibeudaną,https://en.wiktionary.org//w/index.php?title=farbiodan&action=edit&redlink=1,2
osx,kiosan,kōs,kurun,koran,keusaną,https://en.wiktionary.org//wiki/kiosan#Old_Saxon,2
osx,kiwan,,,,kewwaną,https://en.wiktionary.org//w/index.php?title=kiwan&action=edit&redlink=1,2
osx,kriopan,krōp,krupun,kropan,kreupaną,https://en.wiktionary.org//wiki/kriopan#Old_Saxon,2
osx,lūkan,lōk,lukun,gilokan,lūkaną,https://en.wiktionary.org//wiki/lukan#Old_Saxon,2
osx,rūkan,,,,reukaną,,2
osx,skūvan,,,,skeubaną,,2
osx,skiotan,skōt,skutun,skotan,skeutaną,https://en.wiktionary.org//wiki/skiotan#Old_Saxon,2
osx,sūgan,sōh,sugun,gisogan,sūganą,https://en.wiktionary.org//wiki/sugan#Old_Saxon,2
osx,sūpan,,,,sūpaną,https://en.wiktionary.org//wiki/supan#Old_Saxon,2
osx,therskan,,,,þreskaną,,3
osx,sinkan,sank,sunkun,sunkan,sinkwaną,https://en.wiktionary.org//wiki/sinkan#Old_Saxon,3
osx,brestan,brast,brustun,brostan,brestaną,,3
osx,bergan,barg,burgun,borgan,berganą,,3
osx,bindan,band,bundun,bundan,bindaną,https://en.wiktionary.org//wiki/bindan#Old_Saxon,3
osx,brinnan,bran,brunnun,brunnan,brinnaną,https://en.wiktionary.org//wiki/brinnan#Old_Saxon,3
osx,drinkan,drank,drunkun,drunkan,drinkaną,https://en.wiktionary.org//wiki/drinkan#Old_Saxon,3
osx,fehtan,faht,fuhtun,fohtan,fehtaną,https://en.wiktionary.org//wiki/fehtan#Old_Saxon,3
osx,fīthan,,,,finþaną,https://en.wiktionary.org//w/index.php?title=fithan&action=edit&redlink=1,3
osx,geldan,gald,guldun,goldan,geldaną,https://en.wiktionary.org//wiki/geldan#Old_Saxon,3
osx,helpan,halp,hulpun,holpan,helpaną,https://en.wiktionary.org//wiki/helpan#Old_Saxon,3
osx,rinnan,ran,runnun,runnan,rinnaną,https://en.wiktionary.org//wiki/rinnan#Old_Saxon,3
osx,singan,sang,sungun,sungan,singwaną,https://en.wiktionary.org//wiki/singan#Old_Saxon,3
osx,smeltan,smalt,smultun,smoltan,smeltaną,https://en.wiktionary.org//wiki/smeltan#Old_Saxon,3
osx,spinnan,,,,spinnaną,,3
osx,sprengan,,,,springaną,https://en.wiktionary.org//wiki/sprengan#Old_Saxon,3
osx,stinkan,,,,stinkwaną,https://en.wiktionary.org//wiki/stinkan#Old_Saxon,3
osx,swellan,swall,swullun,giswollan,swellaną,https://en.wiktionary.org//wiki/swellan#Old_Saxon,3
osx,swimman,swam,swummun,swumman,swimmaną,https://en.wiktionary.org//wiki/swimman#Old_Saxon,3
osx,werpan,warp,wurpun,worpan,werpaną,https://en.wiktionary.org//wiki/werpan#Old_Saxon,3
osx,werthan,warth,wurdun,wordan,werþaną,https://en.wiktionary.org//wiki/werthan#Old_Saxon,3
osx,windan,wand,wundun,wundan,windaną,https://en.wiktionary.org//wiki/windan#Old_Saxon,3
osx,winnan,wan,wunnun,wunnan,winnaną,https://en.wiktionary.org//wiki/winnan#Old_Saxon,3
osx,brekan,brak,brākun,brokan,brekaną,https://en.wiktionary.org//wiki/brekan#Old_Saxon,4
osx,beran,bar,bārun,boran,beraną,https://en.wiktionary.org//wiki/beran#Old_Saxon,4
osx,cuman,,,,kwemaną,https://en.wiktionary.org//wiki/cuman#Old_Saxon,4
osx,neman,,,,nemaną,https://en.wiktionary.org//wiki/neman#Old_Saxon,4
osx,sceran,,,,skeraną,https://en.wiktionary.org//wiki/sceran#Old_Saxon,4
osx,stelan,stal,stālun,stolan,stelaną,https://en.wiktionary.org//wiki/stelan#Old_Saxon,4
osx,tredan,trad,trādun,tredan,trudaną,,4
osx,wegan,wah,wāgun,wegan,weganą,https://en.wiktionary.org//wiki/wegan#Old_Saxon,5
osx,drepan,drap,drāpun,drepan,drepaną,https://en.wiktionary.org//wiki/drepan#Old_Saxon,5
osx,etan,at,ātun,etan,etaną,https://en.wiktionary.org//wiki/etan#Old_Saxon,5
osx,fargeƀan,,,,fragebaną,https://en.wiktionary.org//wiki/farge%C6%80an#Old_Saxon,5
osx,geƀan,,,,gebaną,https://en.wiktionary.org//wiki/ge%C6%80an#Old_Saxon,5
osx,lesan,las,lārun,leran,lesaną,https://en.wiktionary.org//wiki/lesan#Old_Saxon,5
osx,wrekan,wrak,wrākun,wrekan,wrekaną,https://en.wiktionary.org//wiki/wrekan#Old_Saxon,5
osx,biddian,bad,bādun,bedan,bidjaną,https://en.wiktionary.org//wiki/biddian#Old_Saxon,5
osx,liggian,lag,lāgun,legan,ligjaną,https://en.wiktionary.org//wiki/liggian#Old_Saxon,5
osx,sittian,sat,sātun,setan,sitjaną,https://en.wiktionary.org//wiki/sittian#Old_Saxon,5
osx,hladan,hlōd,hlōdun,hladan,hlaþaną,https://en.wiktionary.org//wiki/hladan#Old_Saxon,6
osx,malan,,,,malaną,https://en.wiktionary.org//wiki/malan#Old_Saxon,6
osx,wadan,wōd,wōdun,wadan,wadaną,https://en.wiktionary.org//wiki/wadan#Old_Saxon,6
osx,bakkan,bōk,bōkun,bakkan,bakaną,https://en.wiktionary.org//wiki/bakkan#Old_Saxon,6
osx,dragan,drōg,drōgun,dragan,draganą,https://en.wiktionary.org//wiki/dragan#Old_Saxon,6
osx,faran,fōr,fōrun,faran,faraną,https://en.wiktionary.org//wiki/faran#Old_Saxon,6
osx,gnagan,,,,gnaganą,https://en.wiktionary.org//wiki/gnagan#Old_Saxon,6
osx,gravan,grōf,grōvun,gravan,grabaną,https://en.wiktionary.org//wiki/gravan#Old_Saxon,6
osx,skaƀan,,,,skabaną,https://en.wiktionary.org//wiki/ska%C6%80an#Old_Saxon,6
osx,slahan,slōg,slōgun,slagan,slahaną,https://en.wiktionary.org//wiki/slahan#Old_Saxon,6
osx,standan,stōd,stōdun,standan,standaną,https://en.wiktionary.org//wiki/standan#Old_Saxon,6
osx,heffian,,,,habjaną,https://en.wiktionary.org//w/index.php?title=heffian&action=edit&redlink=1,6
osx,hlahan,,,,hlahjaną,https://en.wiktionary.org//w/index.php?title=hlahan&action=edit&redlink=1,6
osx,skeppian,skōp,skōpun,skapan,skapjaną,https://en.wiktionary.org//wiki/skeppian#Old_Saxon,6
osx,swerian,swōr,swōrun,sworan,swarjaną,https://en.wiktionary.org//wiki/swerian#Old_Saxon,6
osx,wahsian,,,,wahsijaną,https://en.wiktionary.org//w/index.php?title=wahsian&action=edit&redlink=1,6
osx,hētan,hêt,hêtun,gihētan,haitaną,https://en.wiktionary.org//wiki/hetan#Old_Saxon,7
osx,hauwan,hēw,hēwun,hauwan,hawwaną,https://en.wiktionary.org//wiki/hauwan#Old_Saxon,7
osx,hlōpan,hliop,hliopun,gihlōpan,hlaupaną,https://en.wiktionary.org//wiki/hlopan#Old_Saxon,7
osx,bannan,bēn,bēnnun,bannan,bannaną,https://en.wiktionary.org//wiki/bannan#Old_Saxon,7
osx,hāhan,hēng,hēngun,gihangan,hanhaną,https://en.wiktionary.org//wiki/hahan#Old_Saxon,7
osx,fallan,fēl,fēllun,fallan,fallaną,https://en.wiktionary.org//wiki/fallan#Old_Saxon,7
osx,fāhan,fēng,fēngun,gifangan,fanhaną,https://en.wiktionary.org//wiki/fahan#Old_Saxon,7
osx,haldan,hēld,hēldun,haldan,haldaną,https://en.wiktionary.org//wiki/haldan#Old_Saxon,7
osx,waskan,wōsk,wōskun,waskan,waskaną,https://en.wiktionary.org//wiki/waskan#Old_Saxon,7
osx,blāsan,,,,blēsaną,,7
osx,grātan,grēt,grētun,gigrātan,grētaną,https://en.wiktionary.org//wiki/gratan#Old_Saxon,7
osx,sāian,sēw,sēwun,gisāian,sēaną,https://en.wiktionary.org//wiki/saian#Old_Saxon,7
osx,lātan,lēt,lētun,gilātan,lētaną,https://en.wiktionary.org//wiki/latan#Old_Saxon,7
osx,rādan,rēd,rēdun,girādan,rēdaną,https://en.wiktionary.org//wiki/radan#Old_Saxon,7
osx,glōian,gliow,gliowun,giglōian,glōaną,https://en.wiktionary.org//wiki/gloian#Old_Saxon,7
dan,ride,red,red,redet,rīdaną,https://en.wiktionary.org//wiki/ride#Danish,1
dan,bie,biede,biede,biet,bīdaną,https://en.wiktionary.org//wiki/bie#Danish,1
dan,bide,bed,bed,bidt,bītaną,https://en.wiktionary.org//wiki/bide#Danish,1
dan,skinne,skinnede,skinnede,skinnet,skīnaną,https://en.wiktionary.org//wiki/skinne#Danish,1
dan,snide,,,,snīþaną,https://en.wiktionary.org//wiki/snide#Danish,1
dan,,,,,rīsaną,,1
dan,blive,blev,blev,blevet,bilībaną,https://en.wiktionary.org//wiki/blive#Danish,1
dan,drive,drev,drev,drevet,drībaną,https://en.wiktionary.org//wiki/drive#Danish,1
dan,gribe,,,,grīpaną,https://en.wiktionary.org//wiki/gribe#Danish,1
dan,lide,led,led,lidt,līþaną,https://en.wiktionary.org//wiki/lide#Danish,1
dan,skide,sked,sked,skidt,skītaną,https://en.wiktionary.org//wiki/skide#Danish,1
dan,skrive,skrev,skrev,skrevet,skrībaną,https://en.wiktionary.org//wiki/skrive#Danish,1
dan,skride,skred,skred,skredet,skrīþaną,https://en.wiktionary.org//wiki/skride#Danish,1
dan,slide,sled,sled,slidt,slītaną,https://en.wiktionary.org//wiki/slide#Danish,1
dan,sne,sneede,sneede,sneet,snīwaną,https://en.wiktionary.org//wiki/sne#Danish,1
dan,spi,,,,spīwaną,https://en.wiktionary.org//wiki/spi#Danish,1
dan,stige,steg,steg,steget,stīganą,https://en.wiktionary.org//wiki/stige#Danish,1
dan,ridse,ridsede,ridsede,ridset,wrītaną,https://en.wiktionary.org//wiki/ridse#Danish,1
dan,gyde,,,,geutaną,https://en.wiktionary.org//wiki/gyde#Danish,2
dan,byde,bød,bød,budt,beudaną,https://en.wiktionary.org//wiki/byde#Danish,2
dan,flyve,fløj,fløj,fløjet,fleuganą,https://en.wiktionary.org//wiki/flyve#Danish,2
dan,brygge,bryggede,bryggede,brygget,brewwaną,https://en.wiktionary.org//wiki/brygge#Danish,2
dan,lyve,løj,løj,løjet,leuganą,https://en.wiktionary.org//wiki/lyve#Danish,2
dan,fly,ede,ede,et,fleuhaną,https://en.wiktionary.org//wiki/fly#Danish,2
dan,flyde,flød,flød,flydt,fleutaną,https://en.wiktionary.org//wiki/flyde#Danish,2
dan,fryse,frøs,frøs,frosset,freusaną,https://en.wiktionary.org//wiki/fryse#Danish,2
dan,forbyde,forbød,forbød,forbudt,furibeudaną,https://en.wiktionary.org//wiki/forbyde#Danish,2
dan,kyse,,,,keusaną,https://en.wiktionary.org//wiki/kyse#Danish,2
dan,tygge,tyggede,tyggede,tygget,kewwaną,https://en.wiktionary.org//wiki/tygge#Danish,2
dan,krybe,krøb,krøb,krøbet,kreupaną,https://en.wiktionary.org//wiki/krybe#Danish,2
dan,,,,,lūkaną,,2
dan,ryge,røg,røg,røget,reukaną,https://en.wiktionary.org//wiki/ryge#Danish,2
dan,skue,skuede,skuede,skuet,skeubaną,https://en.wiktionary.org//wiki/skue#Danish,2
dan,skyde,skød,skød,skudt,skeutaną,https://en.wiktionary.org//wiki/skyde#Danish,2
dan,suge,sugede,sugede,suget,sūganą,https://en.wiktionary.org//wiki/suge#Danish,2
dan,søbe,,,,sūpaną,https://en.wiktionary.org//w/index.php?title=s%C3%B8be&action=edit&redlink=1,2
dan,tæske,tæskede,tæskede,tæsket,þreskaną,https://en.wiktionary.org//wiki/t%C3%A6ske#Danish,3
dan,synke,sank,sank,sunket,sinkwaną,https://en.wiktionary.org//wiki/synke#Danish,3
dan,briste,brast,brast,bristet,brestaną,https://en.wiktionary.org//wiki/briste#Danish,3
dan,bjærge,,,,berganą,https://en.wiktionary.org//w/index.php?title=bj%C3%A6rge&action=edit&redlink=1,3
dan,binde,bandt,bandt,bundet,bindaną,https://en.wiktionary.org//wiki/binde#Danish,3
dan,brænde,brændte,brændte,brændt,brinnaną,https://en.wiktionary.org//wiki/br%C3%A6nde#Danish,3
dan,drikke,drak,drak,drukket,drinkaną,https://en.wiktionary.org//wiki/drikke#Danish,3
dan,fægte,,,,fehtaną,https://en.wiktionary.org//w/index.php?title=f%C3%A6gte&action=edit&redlink=1,3
dan,finde,fandt,fandt,fundet,finþaną,https://en.wiktionary.org//wiki/finde#Danish,3
dan,gælde,gjaldt,gjaldt,gjaldt,geldaną,https://en.wiktionary.org//wiki/g%C3%A6lde#Danish,3
dan,hjælpe,hjalp,hjalp,hjulpet,helpaną,https://en.wiktionary.org//wiki/hj%C3%A6lpe#Danish,3
dan,rinde,randt,randt,rundet,rinnaną,https://en.wiktionary.org//wiki/rinde#Danish,3
